summary,cover,storyline,id,screenshots
"A spectacular re-imagining of one of the most visionary games ever, Final Fantasy VII Remake rebuilds and expands the legendary RPG for today. The first game in this project is set in the eclectic city of Midgar and presents a fully standalone gaming experience.",//images.igdb.com/igdb/image/upload/t_thumb/co1qxr.jpg,"The world has fallen under the control of the Shinra Electric Power Company, a shadowy corporation controlling the planet’s very life force as mako energy.

In the sprawling city of Midgar, an anti-Shinra organization calling themselves Avalanche have stepped up their resistance. Cloud Strife, a former member of Shinra’s elite SOLDIER unit now turned mercenary, lends his aid to the group, unaware of the epic consequences that await him.",36212cbb-48b9-4b6a-b010-aa8f05bcf389,"[//images.igdb.com/igdb/image/upload/t_thumb/sc6viw.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc6vix.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc6viy.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc6viz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc6vj0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc6vj1.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc80go.jpg]"
"An action RPG in which the player embodies a Hunter who, after being transfused with the mysterious blood local to the city of Yharnam, sets off into a ""night of the Hunt"", an extended night in which Hunters may phase in and out of dream and reality in order to thin the outbreak of abominable beasts that plague the land and, for the more resilient and insightful Hunters, uncover the answers to the Hunt's many mysteries.",//images.igdb.com/igdb/image/upload/t_thumb/co1rba.jpg,,f6e899a8-672e-472c-b51d-08ac4d4d5447,"[//images.igdb.com/igdb/image/upload/t_thumb/adssvwsfbaxcrucjolv9.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bklmdxphzoflbgtushg0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/uqmif3sshdrbbcd0pu8l.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hc9nb80b0xni5wxm5zh3.jpg, //images.igdb.com/igdb/image/upload/t_thumb/aokcsspzrqyaaoug7jnn.jpg]"
"A search for the fabled ""Atlantis of the Sands"" propels fortune hunter Nathan Drake on a trek into the heart of the Arabian Desert. When the terrible secrets of this lost city are unearthed, Drake's quest descends into a desperate bid for survival that strains the limits of his endurance and forces him to confront his deepest fears.",//images.igdb.com/igdb/image/upload/t_thumb/co1tp8.jpg,"The story begins with Nathan ""Nate"" Drake (Nolan North) and Victor ""Sully"" Sullivan (Richard McGonagle) entering a pub in London to meet with a man named Talbot (Robin Atkin Downes), who is interested in purchasing Nate's ring. During the meeting, Nate and Sully accuse Talbot of offering them counterfeit banknotes, and a fight ensues. After fighting their way past Talbot's thugs, Nate and Sully emerge in an alleyway, where they are surrounded and subdued by Charlie Cutter (Graham McTavish), Talbot's cohort. They are then approached by Talbot's client, Katherine Marlowe (Rosalind Ayres), who steals Drake's ring. Nate attempts to go after her, but Cutter guns him and Sully down, seemingly killing them. 
 
The story flashes back to 20 years earlier, where a teenage Nathan Drake (Billy Unger) explores a museum in Cartagena, Colombia, in search of Sir Francis Drake's ring, but is thrown out after guards suspect him of being a thief. Intrigued by the actions of Victor Sullivan, who he does not know at this point, Nate follows Sully to a keymaker and pickpockets him, before returning to the museum. He steals the ring, but before he can leave he is caught by Marlowe, her henchmen, and Sully, who was working for her. Nate flees with the ring, with Marlowe's agents in pursuit, but Sully rescues Nate from the agents and decides to act as a mentor to him.",681f9767-864a-4c84-aa3a-b9ced1015ee5,"[//images.igdb.com/igdb/image/upload/t_thumb/htlgs12rau2b0ioyndhy.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dmosla0vizvx9rrpbqit.jpg, //images.igdb.com/igdb/image/upload/t_thumb/emrydikio4zgsstvby0k.jpg, //images.igdb.com/igdb/image/upload/t_thumb/j03srracbjrfzdvxinaz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/nzqyhy7lbovg7syqs2ad.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8nnm.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8nnn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8nno.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8nnp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8nnq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8nnr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8nns.jpg]"
"Choose Your Path! Set 4,000 years before the Galactic Empire, you are the last hope for the Jedi Order and the Republic - can you master the ways of the Force to become their savior? Or will you fall to the dark side and achieve ultimate power? Hero, villain, peacekeeper, or chaos-bringer... you and your party will determine the fate of the galaxy!

Star Wars: Knights of the Old Republic is a role-playing video game. Players will be able to create their own characters and be able to choose what gender, appearance, class, skills, attributes, and feats they have throughout the game - no two characters will be the same!",//images.igdb.com/igdb/image/upload/t_thumb/co1tmz.jpg,"It is four thousand years before the Galactic Empire and hundreds of Jedi Knights have fallen in battle against the ruthless Sith. You are the last hope of the Jedi Order. Can you master the awesome power of the Force on your quest to save the Republic? Or will you fall to the lure of the dark side? Hero or villain, savior or conqueror... you alone will determine the destiny of the entire galaxy!

Former Jedi Darth Malak, a Dark Lord of the Sith and Darth Revan's former apprentice, has unleashed a Sith armada against the Republic. Malak's aggression has left the Jedi scattered and vulnerable; many Jedi Knights have fallen in battle and others have sworn allegiance to Malak.

The game opens with the player's character - the player can choose a face and be male or female (canonically a male) - awakening aboard the Republic ship, Endar Spire, which is under attack by Malak's forces. The player's character gradually gathers companions and pieces together their past while attempting to stop Malak.

The game is a part of the Star Wars Legends Universe.",7a0ba28b-def1-4ef5-afde-bf38380bd8aa,"[//images.igdb.com/igdb/image/upload/t_thumb/meykaqey1soxhtcpawbk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tr3gnlvwjny4hhoxohjf.jpg, //images.igdb.com/igdb/image/upload/t_thumb/u5wjmqgocr56mbjiy39o.jpg, //images.igdb.com/igdb/image/upload/t_thumb/h4j196xtabauif8kfyzk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/t6sbntrryrakyhizdoab.jpg]"
"Developed by id software, the studio that pioneered the first-person shooter genre and created multiplayer Deathmatch, DOOM returns as a brutally fun and challenging modern-day shooter experience. Relentless demons, impossibly destructive guns, and fast, fluid movement provide the foundation for intense, first-person combat – whether you’re obliterating demon hordes through the depths of Hell in the single-player campaign, or competing against your friends in numerous multiplayer modes. Expand your gameplay experience using DOOM SnapMap game editor to easily create, play, and share your content with the world.",//images.igdb.com/igdb/image/upload/t_thumb/co1nc7.jpg,"You’ve come here for a reason. The Union Aerospace Corporation’s massive research facility on Mars is overwhelmed by fierce and powerful demons, and only one person stands between their world and ours. As the lone DOOM Marine, you’ve been activated to do one thing – kill them all.",70c1919c-5ea7-437d-acfc-eb80f9a17d5d,"[//images.igdb.com/igdb/image/upload/t_thumb/z8hso07ic2nymktnrdgr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ruihyw2ggun3g422i0cg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ztefs6yagwsy7mqadtr6.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zvgdnda5xvoogorofvmr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ae1m6xxg9tprlsh4gvd6.jpg]"
"Warcraft 3: Reign of Chaos is an RTS made by Blizzard Entertainment. Take control of either the Humans, the Orcs, the Night Elves or the Undead, all with different unit types and heroes with unique abilities.Play the story driven single player campaign, go online to play default- or custom maps against people around the world or create your own maps with the map creation tool.",//images.igdb.com/igdb/image/upload/t_thumb/co1xuq.jpg,,ea4e9b38-6031-4027-b2f8-4a8d7978297d,"[//images.igdb.com/igdb/image/upload/t_thumb/do7fzlkypmp22x37a5ks.jpg, //images.igdb.com/igdb/image/upload/t_thumb/l6ezo1ovn3rdkweivu7o.jpg, //images.igdb.com/igdb/image/upload/t_thumb/i1oynuvf858i7g9nw5vk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/z4oymgtypnhhp4lp0w06.jpg, //images.igdb.com/igdb/image/upload/t_thumb/fkl6jtwogmphqkudqguz.jpg]"
"Resident Evil 4 is the sixth installment of the Resident Evil series and an atmospheric survival horror game with inventive third-person shooting mechanics. Set six years after the events of Resident Evil 2, the game follows Leon S. Kennedy, a former Raccoon City police officer sent to Spain on a secret mission to retrieve the president's daughter from the hands of a mysterious cult. During his mission, he is forced to battle a mind-controlling parasite and its dehumanized hosts.",//images.igdb.com/igdb/image/upload/t_thumb/co2wk8.jpg,"The game's main protagonist is Leon S. Kennedy, one of the few survivors of the Raccoon City incident, who was recruited and trained by the US Government to become a special agent after they learned of his actions in Raccoon City. Now an agent for a special security agency, Leon is sent to Spain on a mission to rescue Ashley Graham, the President's daughter, who has been kidnapped by a mysterious cult organization.",fcab1bdd-4ff5-445e-b137-372526697579,"[//images.igdb.com/igdb/image/upload/t_thumb/sc96ra.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc96rb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc96rc.jpg]"
"The second episodic sequel to one of the most influential first-person shooters of its time, Half-Life 2.",//images.igdb.com/igdb/image/upload/t_thumb/co2mw2.jpg,,c78f54f9-63a4-404e-b573-e7026d813c44,"[//images.igdb.com/igdb/image/upload/t_thumb/juuqkcl4pnuvfostoesr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cunhmgl7cqjfmonhd1ig.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ebhf5jfk1hjdsblezs3q.jpg, //images.igdb.com/igdb/image/upload/t_thumb/o1sqj8kuxsjpg6lrnkih.jpg, //images.igdb.com/igdb/image/upload/t_thumb/pxwyrtg7bm3q9e8mpyha.jpg]"
"Middle-earth: Shadow of Mordor is a open world third-person action role-playing video game developed by Monolith Productions and published by Warner Bros. Interactive Entertainment, which takes place in the world of J.R.R. Tolkien's Legendarium.

The game takes place in the 60-year gap between the events of Tolkien's The Hobbit and The Lord of The Rings. It is a story of revenge, slaughter, and mystery set entirely in Mordor, the Land of Shadows. At its center is Talion, an ordinary man who loses everything, including his mortal life.

The game is set in a fully open world, and features various role-playing game elements such as experience points and skills. There are various ways the player can complete their main objective. Aside from the main storyline, there are various side quests and random events the player can complete within Mordor.

The melee system is inspired by that of the Batman Arkham series. Getting into a good fighting rhythm, using both regular attacks and counter-attacks will improve the player's combo multiplier.

A unique feature of Middle-earth: Shadow of Mordor is the Nemesis system. Every enemy in the game has their own name, rank, and memory. These enemies will continue to do their own jobs and tasks even when they're off screen. If the player does not kill an enemy in an encounter, this enemy will remember the player and change their tactics and conversations based on the encounter.",//images.igdb.com/igdb/image/upload/t_thumb/co20pd.jpg,"You are Talion, a Ranger of the Black Gate, keeping watch over Mordor which has remained undisturbed for ages. In the blink of an eye, everything is taken from you – your friends, your family, and even your own life. Resurrected by a mysterious vengeful spirit, you must now embark on a relentless vendetta against those who have wronged you.",f55a2273-efbf-4e90-8877-241f4a0dff93,"[//images.igdb.com/igdb/image/upload/t_thumb/v8v20jlqyncrbfbftwrx.jpg, //images.igdb.com/igdb/image/upload/t_thumb/anyfu26e1hfmr45gkozd.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gktc7tabdgnlaxectjgw.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wgnsn9c6svcie0od4vyb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/q6xqaduy589inatsefrj.jpg]"
"In this turn-based Japanese RPG, young Crono must travel through time through a misfunctioning teleporter to rescue his misfortunate companion and take part in an intricate web of past and present perils. The adventure that ensues soon unveils an evil force set to destroy the world, triggering Crono's race against time to change the course of history and bring about a brighter future.",//images.igdb.com/igdb/image/upload/t_thumb/co3plw.jpg,,fbdf6b68-5db1-43db-8f14-8d15e5780f86,"[//images.igdb.com/igdb/image/upload/t_thumb/cf29vazvdkugntxygvzr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ksvxvlcsk5mazzxpklcy.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tve2cd2nclmri1x34wl7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qk1t8wns3d4qiuwam7js.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wvwfadurcwwwayhcuvxk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dmbooxd6vkxvbsv8gx1y.jpg, //images.igdb.com/igdb/image/upload/t_thumb/svrvirg5htykio5vyvsp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/rdthlv4dqcivg89oz6ne.jpg, //images.igdb.com/igdb/image/upload/t_thumb/izunsaj8ouwgvc13dsla.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ws9h67uxcedtdkf04l5c.jpg, //images.igdb.com/igdb/image/upload/t_thumb/y1rusbzab5ok9gcicqkk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/i7oyob0plovijybjiuy4.jpg]"
"Sid Meier's Civilization V is a turn-based strategy game where the player leads a civilization from the stone-age all the way to future tech, there is more than one way to win, achieving one of a number of different victory conditions through research, exploration, diplomacy, expansion, economic development, government and military conquest. You will face other civilizations, either online as other people or played by the computer, civilization 5 features a advanced diplomacy system when dealing with computer controlled civs or computer controlled city-states.",//images.igdb.com/igdb/image/upload/t_thumb/co20up.jpg,,f2d0505c-5d1a-43f8-86b5-3bcbebf199a3,"[//images.igdb.com/igdb/image/upload/t_thumb/qyfmwjlwlm3ttvwjfhvg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/z163dgurfi253nzalfu8.jpg, //images.igdb.com/igdb/image/upload/t_thumb/q5tu4kcbihvp2eyx5zss.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kxy47kwvh2rhvkossqdr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hovtagtyld3aqxivfnf0.jpg]"
